id,clave,name
cfd_mx_traslado.cartaporte_clavestcc_332,332,Fundiciones de hierro y acero
cfd_mx_traslado.cartaporte_clavestcc_33211,33211,Tubo de fundición de hierro y acero
cfd_mx_traslado.cartaporte_clavestcc_333,333,Productos de fundición no ferrosos
cfd_mx_traslado.cartaporte_clavestcc_3331,3331,"Cobre, latón o bronce"
cfd_mx_traslado.cartaporte_clavestcc_3332,3332,Productos de fundición de plomo
cfd_mx_traslado.cartaporte_clavestcc_3333,3333,Productos de fundición de zinc
cfd_mx_traslado.cartaporte_clavestcc_3334,3334,Productos de fundición de aluminio
cfd_mx_traslado.cartaporte_clavestcc_335,335,Formas básicas de metales no ferrosos
cfd_mx_traslado.cartaporte_clavestcc_3351,3351,"Cobre, latón o bronce"
cfd_mx_traslado.cartaporte_clavestcc_3352,3352,Aluminio
cfd_mx_traslado.cartaporte_clavestcc_3357,3357,Metal no ferroso y aislado
cfd_mx_traslado.cartaporte_clavestcc_336,336,Piezas fundidas no ferrosas
cfd_mx_traslado.cartaporte_clavestcc_3361,3361,Aleación a base de aluminio y alumbre
cfd_mx_traslado.cartaporte_clavestcc_3362,3362,"Latón, bronce, cobre y cba"
cfd_mx_traslado.cartaporte_clavestcc_339,339,Productos varios de metales primarios
cfd_mx_traslado.cartaporte_clavestcc_3391,3391,Forjas de hierro y acero
cfd_mx_traslado.cartaporte_clavestcc_3392,3392,Forjas de metales no ferrosos
cfd_mx_traslado.cartaporte_clavestcc_34,34,Productos de metal fabricados
cfd_mx_traslado.cartaporte_clavestcc_341,341,Latas de metal
cfd_mx_traslado.cartaporte_clavestcc_342,342,"Cubiertos, herramientas manuales y ferretería"
cfd_mx_traslado.cartaporte_clavestcc_343,343,Fontanería fxtrs y calefacción
cfd_mx_traslado.cartaporte_clavestcc_3433,3433,"Equipo de calefacción, exc eléctrico"
cfd_mx_traslado.cartaporte_clavestcc_344,344,Prd metal estructural fabricado
cfd_mx_traslado.cartaporte_clavestcc_3441,3441,Productos metálicos estructurales fabricados
cfd_mx_traslado.cartaporte_clavestcc_34411,34411,Hierro o acero estructural fabricado
cfd_mx_traslado.cartaporte_clavestcc_345,345,"Pernos, tuercas, tornillos, remaches"
cfd_mx_traslado.cartaporte_clavestcc_346,346,Estampado de metal
cfd_mx_traslado.cartaporte_clavestcc_348,348,Productos diversos de alambre fabricado
cfd_mx_traslado.cartaporte_clavestcc_349,349,Productos metálicos diversos
cfd_mx_traslado.cartaporte_clavestcc_3491,3491,Contenedores de transporte metálicos
cfd_mx_traslado.cartaporte_clavestcc_3494,3494,Válvulas y accesorios de tubería
cfd_mx_traslado.cartaporte_clavestcc_35,35,"Maquinaria, excepto eléctrica"
cfd_mx_traslado.cartaporte_clavestcc_351,351,Motores y turbinas
cfd_mx_traslado.cartaporte_clavestcc_352,352,Maquinaria y equipo agrícola
cfd_mx_traslado.cartaporte_clavestcc_3524,3524,Tractores y equipos de jardín
cfd_mx_traslado.cartaporte_clavestcc_353,353,"Construcción, minería y materiales hndlng"
cfd_mx_traslado.cartaporte_clavestcc_3531,3531,Maquinaria y equipo de construcción
cfd_mx_traslado.cartaporte_clavestcc_3532,3532,Maquinaria y equipo para minería
cfd_mx_traslado.cartaporte_clavestcc_3533,3533,Maquinaria y equipo para campos petroleros
cfd_mx_traslado.cartaporte_clavestcc_3537,3537,Camiones y tractores industriales
cfd_mx_traslado.cartaporte_clavestcc_354,354,Maquinaria y equipo para metalurgia
cfd_mx_traslado.cartaporte_clavestcc_355,355,Maquinaria industrial especial
cfd_mx_traslado.cartaporte_clavestcc_356,356,Maquinaria industrial general
cfd_mx_traslado.cartaporte_clavestcc_357,357,Equipo de oficina e informática
cfd_mx_traslado.cartaporte_clavestcc_358,358,Máquinas de la industria de servicios
cfd_mx_traslado.cartaporte_clavestcc_359,359,"Maquinaria no eléctrica, nec"
cfd_mx_traslado.cartaporte_clavestcc_36,36,"Maquina eléctrica, equipo y alimentación"
cfd_mx_traslado.cartaporte_clavestcc_361,361,Equipo de transmisión y distribución eléctrica
cfd_mx_traslado.cartaporte_clavestcc_362,362,Aparatos industriales eléctricos
cfd_mx_traslado.cartaporte_clavestcc_363,363,Electrodomésticos
cfd_mx_traslado.cartaporte_clavestcc_3631,3631,Equipo de cocina para el hogar
cfd_mx_traslado.cartaporte_clavestcc_3632,3632,Refrigeradores y congeladores domésticos
cfd_mx_traslado.cartaporte_clavestcc_3633,3633,Equipo de lavandería para el hogar
cfd_mx_traslado.cartaporte_clavestcc_364,364,Equipo de iluminación y cableado eléctrico
cfd_mx_traslado.cartaporte_clavestcc_365,365,Aparatos de radio y televisión
cfd_mx_traslado.cartaporte_clavestcc_366,366,Equipo de comunicación
cfd_mx_traslado.cartaporte_clavestcc_367,367,Componentes electrónicos
cfd_mx_traslado.cartaporte_clavestcc_369,369,Varios equipos eléctricos
cfd_mx_traslado.cartaporte_clavestcc_37,37,Equipo de transporte
cfd_mx_traslado.cartaporte_clavestcc_371,371,Vehículos de motor y equipar
cfd_mx_traslado.cartaporte_clavestcc_3711,3711,Vehículos de motor ensamblados
cfd_mx_traslado.cartaporte_clavestcc_37111,37111,Carros pasajeros
cfd_mx_traslado.cartaporte_clavestcc_37112,37112,Camiones tractores y camiones
cfd_mx_traslado.cartaporte_clavestcc_37113,37113,"Autocares, asd, departamento de bomberos"
cfd_mx_traslado.cartaporte_clavestcc_3712,3712,Carrocerías de turismos
cfd_mx_traslado.cartaporte_clavestcc_3713,3713,Carrocerías de camiones y autobuses
cfd_mx_traslado.cartaporte_clavestcc_3714,3714,Piezas de vehículos de motor
cfd_mx_traslado.cartaporte_clavestcc_37147,37147,Partes de carrocería de vehículos de motor
cfd_mx_traslado.cartaporte_clavestcc_3715,3715,Remolques de camiones
cfd_mx_traslado.cartaporte_clavestcc_372,372,Aeronaves y piezas
cfd_mx_traslado.cartaporte_clavestcc_373,373,Barcos y embarcaciones
cfd_mx_traslado.cartaporte_clavestcc_374,374,Equipo de ferrocarril
cfd_mx_traslado.cartaporte_clavestcc_37422,37422,Vagones de tren de mercancías
cfd_mx_traslado.cartaporte_clavestcc_375,375,"Motocicletas, bicicletas y repuestos"
cfd_mx_traslado.cartaporte_clavestcc_376,376,Piezas de vehículos espaciales
cfd_mx_traslado.cartaporte_clavestcc_379,379,Transporte misceláneo
cfd_mx_traslado.cartaporte_clavestcc_38,38,Instrumentos y artículos ópticos
cfd_mx_traslado.cartaporte_clavestcc_381,381,"Instrucción de ingeniería, laboratorio y ciencias"
cfd_mx_traslado.cartaporte_clavestcc_382,382,"Manómetros, medidores y controles"
cfd_mx_traslado.cartaporte_clavestcc_383,383,Instrumentos ópticos y lentes
cfd_mx_traslado.cartaporte_clavestcc_384,384,"Instrucción quirúrgica, médica y dental"
cfd_mx_traslado.cartaporte_clavestcc_385,385,Productos oftálmicos u ópticos
cfd_mx_traslado.cartaporte_clavestcc_386,386,Equipo y suministros fotográficos
cfd_mx_traslado.cartaporte_clavestcc_387,387,"Relojes, relojes, dispositivos y piezas"
cfd_mx_traslado.cartaporte_clavestcc_39,39,Productos de fabricación misceláneos
cfd_mx_traslado.cartaporte_clavestcc_391,391,"Joyas, platería y baño"
cfd_mx_traslado.cartaporte_clavestcc_393,393,Instrumentos musicales y partes
cfd_mx_traslado.cartaporte_clavestcc_394,394,"Juguetes, diversión y equipamiento deportivo"
cfd_mx_traslado.cartaporte_clavestcc_3949,3949,Artículos deportivos y deportivos
cfd_mx_traslado.cartaporte_clavestcc_395,395,"Bolígrafos, lápices y matl de oficina"
cfd_mx_traslado.cartaporte_clavestcc_396,396,"Bisutería, novedades"
cfd_mx_traslado.cartaporte_clavestcc_399,399,Productos manufacturados misceláneos
cfd_mx_traslado.cartaporte_clavestcc_40,40,Materiales de desecho y desecho
cfd_mx_traslado.cartaporte_clavestcc_401,401,Despojos mortales
cfd_mx_traslado.cartaporte_clavestcc_402,402,"Desperdicios y desechos, excepto cenizas"
cfd_mx_traslado.cartaporte_clavestcc_4021,4021,"Chatarra, desechos y relaves de metal"
cfd_mx_traslado.cartaporte_clavestcc_40211,40211,"Desechos, desechos de hierro y acero"
cfd_mx_traslado.cartaporte_clavestcc_4022,4022,Desechos y desechos textiles
cfd_mx_traslado.cartaporte_clavestcc_4024,4024,Desechos y desperdicios de papel
cfd_mx_traslado.cartaporte_clavestcc_4026,4026,Residuos y desechos de caucho y plástico
cfd_mx_traslado.cartaporte_clavestcc_41,41,Envíos de carga misceláneos
cfd_mx_traslado.cartaporte_clavestcc_411,411,Envíos de carga misceláneos
cfd_mx_traslado.cartaporte_clavestcc_41111,41111,Conjuntos o kits
cfd_mx_traslado.cartaporte_clavestcc_41114,41114,"Artículos, usados, excl códigos"
cfd_mx_traslado.cartaporte_clavestcc_41115,41115,"Artículos, usados, rtd para reparación"
cfd_mx_traslado.cartaporte_clavestcc_412,412,Productos varios
cfd_mx_traslado.cartaporte_clavestcc_42,42,Contenedores y remolques vacíos
cfd_mx_traslado.cartaporte_clavestcc_421,421,Envases vacíos nonrev
cfd_mx_traslado.cartaporte_clavestcc_422,422,Remolques vacíos
cfd_mx_traslado.cartaporte_clavestcc_423,423,Ingresos remolques vacíos
cfd_mx_traslado.cartaporte_clavestcc_44,44,Tráfico de transporte de carga
cfd_mx_traslado.cartaporte_clavestcc_441,441,Tráfico de transitarios
cfd_mx_traslado.cartaporte_clavestcc_45,45,Transporte asociado o tráfico similar
cfd_mx_traslado.cartaporte_clavestcc_451,451,Remitente de tráfico
cfd_mx_traslado.cartaporte_clavestcc_46,46,Envíos mixtos misceláneos
cfd_mx_traslado.cartaporte_clavestcc_461,461,Envíos mixtos misceláneos
cfd_mx_traslado.cartaporte_clavestcc_462,462,"Envíos varios mixtos, 2 productos"
cfd_mx_traslado.cartaporte_clavestcc_48,48,Residuos peligrosos
